app_env,pipeline_id,pipeline_name,script_id,script_name,process_id,process_name,trigger_type,trigger_name,root_process_type,operation_type,function_name,rows,previous_rows,path,src_paths,target_paths,min_business_date,max_business_date,status,message,timestamp,timezone,execution_date,pipeline_start_ts,pipeline_end_ts,script_start_ts,script_end_ts,machine_stats,var1,var2,var3
dev,,,,main.py,54204,app_name,,,FLASK,,,,,,,,,,RUNNING,,2025-01-29T18:22:21.219336+00:00,UTC,2025-01-29,,,2025-01-29T18:22:20.994330+00:00,,"{""cpu_count"": ""12 cores"", ""cpu_freq"": ""3312.0 MHz"", ""virtual_memory"": ""89.999 GB"", ""used_memory"": ""72.708 GB"", ""free_memory"": ""17.290 GB"", ""disk_usage"": ""1852.055 GB"", ""used_disk"": ""1819.558 GB"", ""free_disk"": ""32.497 GB"", ""bytes_sent"": ""40.448 GB"", ""bytes_recv"": ""158.598 GB"", ""uptime"": ""197.36 hours""}",,,
